asset_id,ward,matched_name,distance_m,confidence
RA-MORY-7472,Moriyama-ku,名古屋第二環状自動車道,30.5,low
RA-TEMP-0058,Tempaku-ku,植田中央自転車歩行者道第３号線,30.5,low
RA-NKGW-9819,Nakagawa-ku,名古屋中環状線,30.5,low
RA-TEMP-6516,Tempaku-ku,植田中央自転車歩行者道第３号線,30.5,low
RA-MINA-7381,Minato-ku,国道23号,30.5,low
RA-MNMI-5766,Minami-ku,緑瑞穂線,30.5,low
RA-NKGW-5729,Nakagawa-ku,戸春橋,30.5,low
RA-ATSU-2524,Atsuta-ku,江川線,30.5,low
RA-NKGW-14953,Nakagawa-ku,名古屋中環状線,30.5,low
RA-SHOW-1504,Showa-ku,関田名古屋線,30.5,low
RA-NISH-5621,Nishi-ku,新幹線側道中村第１号線,30.5,low
RA-KITA-5233,Kita-ku,名古屋豊山稲沢線,30.5,low
RA-KITA-0470,Kita-ku,名古屋豊山稲沢線,30.5,low
RA-NKMR-8599,Nakamura-ku,千原井深町第１号線,30.5,low
RA-MIDR-3130,Midori-ku,白山黒石線,30.4,low
RA-ATSU-1965,Atsuta-ku,大津通,30.4,low
RA-NKGW-4721,Nakagawa-ku,江川線,30.4,low
RA-MORY-0504,Moriyama-ku,西砂線,30.4,low
RA-NISH-0003,Nishi-ku,名駅通,30.4,low
RA-NKMR-12453,Nakamura-ku,豊國参道,30.4,low
RA-MIDR-3129,Midori-ku,白山黒石線,30.4,low
RA-HIGA-0847,Higashi-ku,中央線東沿線,30.4,low
RA-ATSU-2752,Atsuta-ku,大津通,30.4,low
RA-MIZH-3811,Mizuho-ku,弥富相生山線,30.4,low
RA-MORY-0357,Moriyama-ku,西砂線,30.4,low
RA-HIGA-2333,Higashi-ku,中央線東沿線,30.4,low
RA-MIDR-6648,Midori-ku,名古屋中環状線,30.4,low
RA-MEIT-4127,Meito-ku,名古屋中環状線,30.4,low
RA-MEIT-3056,Meito-ku,小幡西山線,30.4,low
RA-MIDR-9314,Midori-ku,古鳴海八幡社参道,30.4,low
RA-MEIT-1918,Meito-ku,小幡西山線,30.4,low
RA-MINA-11895,Minato-ku,名古屋環状2号線,30.4,low
RA-ATSU-2475,Atsuta-ku,神宮東自転車歩行者道線,30.4,low
RA-ATSU-2488,Atsuta-ku,神宮東自転車歩行者道線,30.4,low
RA-MORY-5285,Moriyama-ku,名古屋多治見線,30.4,low
RA-MINA-6810,Minato-ku,名古屋環状2号線,30.4,low
RA-MORY-4297,Moriyama-ku,名古屋多治見線,30.4,low
RA-NKMR-6465,Nakamura-ku,県道名古屋一宮線,30.3,low
RA-NISH-0015,Nishi-ku,銀の橋,30.3,low
RA-TEMP-2929,Tempaku-ku,白山黒石線,30.3,low
RA-ATSU-0127,Atsuta-ku,浮島橋,30.3,low
RA-NISH-0281,Nishi-ku,新長屋筋,30.3,low
RA-TEMP-2841,Tempaku-ku,白山黒石線,30.3,low
RA-MORY-0732,Moriyama-ku,国道19号,30.3,low
RA-NISH-5076,Nishi-ku,笈瀬川筋,30.3,low
RA-NISH-5129,Nishi-ku,笈瀬川筋,30.3,low
RA-MIDR-0228,Midori-ku,古鳴海八幡社参道,30.3,low
RA-NKMR-10228,Nakamura-ku,牧野第43号線,30.3,low
RA-HIGA-3131,Higashi-ku,深田外堀町線,30.3,low
RA-KITA-4148,Kita-ku,猿投橋,30.3,low
RA-NKGW-18541,Nakagawa-ku,名古屋環状2号線,30.3,low
RA-KITA-6766,Kita-ku,猿投橋,30.3,low
RA-NKGW-1132,Nakagawa-ku,名古屋蟹江弥富線,30.3,low
RA-NAKA-3531,Naka-ku,御器所千種町線支線第1号,30.3,low
RA-MIDR-9643,Midori-ku,白山黒石線,30.3,low
RA-ATSU-1979,Atsuta-ku,大津通,30.3,low
RA-MIDR-5980,Midori-ku,緑瑞穂線,30.3,low
RA-MIDR-1779,Midori-ku,阿野名古屋線,30.3,low
RA-NKMR-5948,Nakamura-ku,椿町線,30.3,low
RA-NAKA-3912,Naka-ku,大津通,30.3,low
RA-ATSU-0062,Atsuta-ku,浮島橋,30.3,low
RA-NAKA-1783,Naka-ku,葵町線,30.2,low
RA-CHIK-1487,Chikusa-ku,飯田街道,30.2,low
RA-NKGW-8784,Nakagawa-ku,国道302号,30.2,low
RA-MORY-5837,Moriyama-ku,名古屋多治見線,30.2,low
RA-NKGW-18444,Nakagawa-ku,名古屋蟹江弥富線,30.2,low
RA-NKGW-12680,Nakagawa-ku,東前田自転車歩行者道第４号線,30.2,low
RA-NAKA-1693,Naka-ku,葵町線,30.2,low
RA-MIZH-3812,Mizuho-ku,弥富相生山線,30.2,low
RA-MORY-2811,Moriyama-ku,名古屋多治見線,30.2,low
RA-NKGW-1894,Nakagawa-ku,八田停車場線,30.2,low
RA-CHIK-1479,Chikusa-ku,飯田街道,30.2,low
RA-MIDR-6222,Midori-ku,名古屋高速3号大高線,30.1,low
RA-ATSU-2346,Atsuta-ku,国道247号,30.1,low
RA-NISH-5389,Nishi-ku,上畠那古野町線,30.1,low
RA-MIDR-6082,Midori-ku,名古屋高速3号大高線,30.1,low
RA-MIDR-2722,Midori-ku,春木沓掛線,30.1,low
RA-NKMR-4775,Nakamura-ku,鳥ヶ地名古屋線,30.1,low
RA-NKGW-16931,Nakagawa-ku,環状線,30.1,low
RA-MEIT-0331,Meito-ku,西山本通,30.1,low
RA-TEMP-6526,Tempaku-ku,岩崎名古屋線,30.1,low
RA-NKMR-4597,Nakamura-ku,鳥ヶ地名古屋線,30.0,low
RA-SHOW-2327,Showa-ku,公園線支線第9号,30.0,low
RA-NISH-5834,Nishi-ku,一場中小田井線,30.0,low
RA-MEIT-4692,Meito-ku,名古屋中環状線,30.0,low
RA-NISH-3602,Nishi-ku,一場中小田井線,30.0,low
RA-CHIK-1605,Chikusa-ku,関田名古屋線,30.0,low
RA-MINA-11892,Minato-ku,名古屋環状2号線,30.0,low
RA-NKGW-1915,Nakagawa-ku,八田停車場線,30.0,low
RA-MORY-0459,Moriyama-ku,関田名古屋線,30.0,low
RA-MINA-11890,Minato-ku,名古屋環状2号線,30.0,low
RA-NKMR-4729,Nakamura-ku,鳥ヶ地名古屋線,30.0,low
RA-MEIT-2457,Meito-ku,名古屋中環状線,30.0,low
RA-NKGW-1897,Nakagawa-ku,八田停車場線,30.0,low
RA-MORY-0498,Moriyama-ku,関田名古屋線,30.0,low
RA-TEMP-2917,Tempaku-ku,名古屋岡崎線,30.0,low
RA-NAKA-4346,Naka-ku,伏見通,30.0,low
